model,condition,subject_id,macro_f1,accuracy,n_epochs
BIOT,EEG_ONLY,mesa-sleep-1048,0.766389,0.886006,1079
BIOT,EEG_ONLY,mesa-sleep-1080,0.703033,0.770453,1259
BIOT,EEG_ONLY,mesa-sleep-1087,0.804272,0.864489,1439
BIOT,EEG_ONLY,mesa-sleep-1098,0.781667,0.866555,1199
BIOT,EEG_ONLY,mesa-sleep-1102,0.612333,0.688673,1439
BIOT,EEG_ONLY,mesa-sleep-1127,0.626967,0.738949,1199
BIOT,EEG_ONLY,mesa-sleep-1139,0.65478,0.831944,1440
BIOT,EEG_ONLY,mesa-sleep-1215,0.698638,0.747289,1199
LaBraM,ECG_ONLY,mesa-sleep-0033,0.126798,0.159259,1080
LaBraM,ECG_ONLY,mesa-sleep-0056,0.37393,0.547603,1439
LaBraM,ECG_ONLY,mesa-sleep-0081,0.269916,0.361968,1199
LaBraM,ECG_ONLY,mesa-sleep-0084,0.299281,0.462886,1199
LaBraM,ECG_ONLY,mesa-sleep-0110,0.413497,0.616376,1319
LaBraM,ECG_ONLY,mesa-sleep-0118,0.376984,0.496247,1199
LaBraM,ECG_ONLY,mesa-sleep-0120,0.177293,0.258389,1490
LaBraM,ECG_ONLY,mesa-sleep-0183,0.309747,0.533009,1439
LaBraM,ECG_ONLY,mesa-sleep-0225,0.332527,0.458758,1079
LaBraM,ECG_ONLY,mesa-sleep-0236,0.134917,0.229406,959
LaBraM,ECG_ONLY,mesa-sleep-0271,0.343936,0.510425,1199
LaBraM,ECG_ONLY,mesa-sleep-0282,0.336389,0.486239,1199
LaBraM,ECG_ONLY,mesa-sleep-0318,0.145852,0.273561,1199
LaBraM,ECG_ONLY,mesa-sleep-0319,0.101963,0.283671,839
LaBraM,ECG_ONLY,mesa-sleep-0323,0.146941,0.24437,1199
LaBraM,ECG_ONLY,mesa-sleep-0328,0.232905,0.351037,1205
LaBraM,ECG_ONLY,mesa-sleep-0338,0.283062,0.46702,1319
LaBraM,ECG_ONLY,mesa-sleep-0459,0.381137,0.695959,1559
LaBraM,ECG_ONLY,mesa-sleep-0512,0.213229,0.431193,1199
LaBraM,ECG_ONLY,mesa-sleep-0528,0.271931,0.414272,1079
LaBraM,ECG_ONLY,mesa-sleep-0529,0.285694,0.399583,1439
LaBraM,ECG_ONLY,mesa-sleep-0548,0.242764,0.294717,1079
LaBraM,ECG_ONLY,mesa-sleep-0555,0.254597,0.335484,155
LaBraM,ECG_ONLY,mesa-sleep-0563,0.243116,0.3251,1255
LaBraM,ECG_ONLY,mesa-sleep-0628,0.236024,0.322478,1259
LaBraM,ECG_ONLY,mesa-sleep-0688,0.121074,0.164041,1079
LaBraM,ECG_ONLY,mesa-sleep-0705,0.319996,0.44671,1079
LaBraM,ECG_ONLY,mesa-sleep-0715,0.198127,0.410007,1439
LaBraM,ECG_ONLY,mesa-sleep-0727,0.318559,0.505556,1440
LaBraM,ECG_ONLY,mesa-sleep-0747,0.266625,0.477294,1079
LaBraM,ECG_ONLY,mesa-sleep-0755,0.293225,0.369622,1139
LaBraM,ECG_ONLY,mesa-sleep-0762,0.250175,0.414871,1439
LaBraM,ECG_ONLY,mesa-sleep-0771,0.324474,0.533828,1079
LaBraM,ECG_ONLY,mesa-sleep-0860,0.091505,0.222917,1440
LaBraM,ECG_ONLY,mesa-sleep-0863,0.10065,0.26228,1079
LaBraM,ECG_ONLY,mesa-sleep-0889,0.18146,0.242817,1079
LaBraM,ECG_ONLY,mesa-sleep-0917,0.275079,0.373333,1200
LaBraM,ECG_ONLY,mesa-sleep-0921,0.386583,0.693537,1439
LaBraM,ECG_ONLY,mesa-sleep-0928,0.273094,0.481884,1380
LaBraM,ECG_ONLY,mesa-sleep-0976,0.176147,0.28774,1199
LaBraM,ECG_ONLY,mesa-sleep-0979,0.213074,0.421687,1079
LaBraM,ECG_ONLY,mesa-sleep-1030,0.290711,0.408674,1199
LaBraM,ECG_ONLY,mesa-sleep-1048,0.199676,0.263207,1079
LaBraM,ECG_ONLY,mesa-sleep-1080,0.3167,0.429706,1259
LaBraM,ECG_ONLY,mesa-sleep-1087,0.367477,0.597637,1439
LaBraM,ECG_ONLY,mesa-sleep-1098,0.139779,0.288574,1199
LaBraM,ECG_ONLY,mesa-sleep-1102,0.330209,0.501737,1439
LaBraM,ECG_ONLY,mesa-sleep-1127,0.29701,0.521268,1199
LaBraM,ECG_ONLY,mesa-sleep-1139,0.288069,0.448611,1440
LaBraM,ECG_ONLY,mesa-sleep-1215,0.106727,0.273561,1199
LaBraM,EEG_ECG,mesa-sleep-0033,0.472388,0.659259,1080
LaBraM,EEG_ECG,mesa-sleep-0056,0.723028,0.823489,1439
LaBraM,EEG_ECG,mesa-sleep-0081,0.693207,0.767306,1199
LaBraM,EEG_ECG,mesa-sleep-0084,0.546516,0.658048,1199
LaBraM,EEG_ECG,mesa-sleep-0110,0.677342,0.800607,1319
LaBraM,EEG_ECG,mesa-sleep-0118,0.631855,0.726439,1199
LaBraM,EEG_ECG,mesa-sleep-0120,0.56406,0.771141,1490
LaBraM,EEG_ECG,mesa-sleep-0183,0.562304,0.772759,1439
LaBraM,EEG_ECG,mesa-sleep-0225,0.817192,0.881372,1079
LaBraM,EEG_ECG,mesa-sleep-0236,0.65277,0.845673,959
LaBraM,EEG_ECG,mesa-sleep-0271,0.394268,0.543786,1199
LaBraM,EEG_ECG,mesa-sleep-0282,0.725818,0.81151,1199
LaBraM,EEG_ECG,mesa-sleep-0318,0.623769,0.813178,1199
LaBraM,EEG_ECG,mesa-sleep-0319,0.567551,0.673421,839
LaBraM,EEG_ECG,mesa-sleep-0323,0.62234,0.858215,1199
LaBraM,EEG_ECG,mesa-sleep-0328,0.438374,0.786722,1205
LaBraM,EEG_ECG,mesa-sleep-0338,0.501593,0.714936,1319
LaBraM,EEG_ECG,mesa-sleep-0459,0.778665,0.885183,1559
LaBraM,EEG_ECG,mesa-sleep-0512,0.345738,0.829024,1199
LaBraM,EEG_ECG,mesa-sleep-0528,0.519353,0.775718,1079
LaBraM,EEG_ECG,mesa-sleep-0529,0.684915,0.772759,1439
LaBraM,EEG_ECG,mesa-sleep-0548,0.624045,0.695088,1079
LaBraM,EEG_ECG,mesa-sleep-0555,0.582132,0.664516,155
LaBraM,EEG_ECG,mesa-sleep-0563,0.650314,0.700398,1255
LaBraM,EEG_ECG,mesa-sleep-0628,0.685067,0.799047,1259
LaBraM,EEG_ECG,mesa-sleep-0688,0.440116,0.546803,1079
LaBraM,EEG_ECG,mesa-sleep-0705,0.56407,0.632067,1079
LaBraM,EEG_ECG,mesa-sleep-0715,0.769935,0.838082,1439
LaBraM,EEG_ECG,mesa-sleep-0727,0.448988,0.794444,1440
LaBraM,EEG_ECG,mesa-sleep-0747,0.534947,0.70899,1079
LaBraM,EEG_ECG,mesa-sleep-0755,0.801216,0.870061,1139
LaBraM,EEG_ECG,mesa-sleep-0762,0.746561,0.876998,1439
LaBraM,EEG_ECG,mesa-sleep-0771,0.360665,0.50139,1079
LaBraM,EEG_ECG,mesa-sleep-0860,0.691292,0.8125,1440
LaBraM,EEG_ECG,mesa-sleep-0863,0.694118,0.784059,1079
LaBraM,EEG_ECG,mesa-sleep-0889,0.545722,0.614458,1079
LaBraM,EEG_ECG,mesa-sleep-0917,0.56189,0.659167,1200
LaBraM,EEG_ECG,mesa-sleep-0921,0.628924,0.839472,1439
LaBraM,EEG_ECG,mesa-sleep-0928,0.442462,0.68913,1380
LaBraM,EEG_ECG,mesa-sleep-0976,0.535161,0.718098,1199
LaBraM,EEG_ECG,mesa-sleep-0979,0.524541,0.571826,1079
LaBraM,EEG_ECG,mesa-sleep-1030,0.670884,0.817348,1199
LaBraM,EEG_ECG,mesa-sleep-1048,0.68461,0.826691,1079
LaBraM,EEG_ECG,mesa-sleep-1080,0.690848,0.737093,1259
LaBraM,EEG_ECG,mesa-sleep-1087,0.766743,0.839472,1439
LaBraM,EEG_ECG,mesa-sleep-1098,0.703095,0.849875,1199
LaBraM,EEG_ECG,mesa-sleep-1102,0.631996,0.756776,1439
LaBraM,EEG_ECG,mesa-sleep-1127,0.596806,0.701418,1199
LaBraM,EEG_ECG,mesa-sleep-1139,0.465498,0.738194,1440
LaBraM,EEG_ECG,mesa-sleep-1215,0.623382,0.753128,1199
LaBraM,EEG_ONLY,mesa-sleep-0033,0.451696,0.72963,1080
LaBraM,EEG_ONLY,mesa-sleep-0056,0.711834,0.799861,1439
LaBraM,EEG_ONLY,mesa-sleep-0081,0.727807,0.787323,1199
LaBraM,EEG_ONLY,mesa-sleep-0084,0.675484,0.804837,1199
LaBraM,EEG_ONLY,mesa-sleep-0110,0.675648,0.832449,1319
LaBraM,EEG_ONLY,mesa-sleep-0118,0.785962,0.854045,1199
LaBraM,EEG_ONLY,mesa-sleep-0120,0.614177,0.811409,1490
LaBraM,EEG_ONLY,mesa-sleep-0183,0.547637,0.726894,1439
LaBraM,EEG_ONLY,mesa-sleep-0225,0.808013,0.885079,1079
LaBraM,EEG_ONLY,mesa-sleep-0236,0.677982,0.891554,959
LaBraM,EEG_ONLY,mesa-sleep-0271,0.472825,0.668891,1199
LaBraM,EEG_ONLY,mesa-sleep-0282,0.71304,0.789825,1199
LaBraM,EEG_ONLY,mesa-sleep-0318,0.653246,0.810676,1199
LaBraM,EEG_ONLY,mesa-sleep-0319,0.740721,0.777116,839
LaBraM,EEG_ONLY,mesa-sleep-0323,0.68367,0.895746,1199
LaBraM,EEG_ONLY,mesa-sleep-0328,0.57343,0.80166,1205
LaBraM,EEG_ONLY,mesa-sleep-0338,0.534762,0.752843,1319
LaBraM,EEG_ONLY,mesa-sleep-0459,0.790291,0.896087,1559
LaBraM,EEG_ONLY,mesa-sleep-0512,0.429911,0.827356,1199
LaBraM,EEG_ONLY,mesa-sleep-0528,0.567701,0.752549,1079
LaBraM,EEG_ONLY,mesa-sleep-0529,0.770495,0.85615,1439
LaBraM,EEG_ONLY,mesa-sleep-0548,0.615614,0.668211,1079
LaBraM,EEG_ONLY,mesa-sleep-0555,0.602408,0.658065,155
LaBraM,EEG_ONLY,mesa-sleep-0563,0.6469,0.694821,1255
LaBraM,EEG_ONLY,mesa-sleep-0628,0.66022,0.76807,1259
LaBraM,EEG_ONLY,mesa-sleep-0688,0.533412,0.603336,1079
LaBraM,EEG_ONLY,mesa-sleep-0705,0.526349,0.596849,1079
LaBraM,EEG_ONLY,mesa-sleep-0715,0.768827,0.832523,1439
LaBraM,EEG_ONLY,mesa-sleep-0727,0.442349,0.788194,1440
LaBraM,EEG_ONLY,mesa-sleep-0747,0.521029,0.649676,1079
LaBraM,EEG_ONLY,mesa-sleep-0755,0.810738,0.882353,1139
LaBraM,EEG_ONLY,mesa-sleep-0762,0.757384,0.885337,1439
LaBraM,EEG_ONLY,mesa-sleep-0771,0.447324,0.531974,1079
LaBraM,EEG_ONLY,mesa-sleep-0860,0.680219,0.722222,1440
LaBraM,EEG_ONLY,mesa-sleep-0863,0.688278,0.758109,1079
LaBraM,EEG_ONLY,mesa-sleep-0889,0.67077,0.781279,1079
LaBraM,EEG_ONLY,mesa-sleep-0917,0.573525,0.616667,1200
LaBraM,EEG_ONLY,mesa-sleep-0921,0.689784,0.86171,1439
LaBraM,EEG_ONLY,mesa-sleep-0928,0.5514,0.774638,1380
LaBraM,EEG_ONLY,mesa-sleep-0976,0.642489,0.743953,1199
LaBraM,EEG_ONLY,mesa-sleep-0979,0.623594,0.662651,1079
LaBraM,EEG_ONLY,mesa-sleep-1030,0.687114,0.805671,1199
LaBraM,EEG_ONLY,mesa-sleep-1048,0.729148,0.873031,1079
LaBraM,EEG_ONLY,mesa-sleep-1080,0.669473,0.741064,1259
LaBraM,EEG_ONLY,mesa-sleep-1087,0.75392,0.817234,1439
LaBraM,EEG_ONLY,mesa-sleep-1098,0.753855,0.861551,1199
LaBraM,EEG_ONLY,mesa-sleep-1102,0.622148,0.739402,1439
LaBraM,EEG_ONLY,mesa-sleep-1127,0.590448,0.690575,1199
LaBraM,EEG_ONLY,mesa-sleep-1139,0.522022,0.783333,1440
LaBraM,EEG_ONLY,mesa-sleep-1215,0.592473,0.671393,1199
MOMENT,ECG_ONLY,mesa-sleep-0033,0.185596,0.262037,1080
MOMENT,ECG_ONLY,mesa-sleep-0056,0.327298,0.438499,1439
MOMENT,ECG_ONLY,mesa-sleep-0081,0.233209,0.326939,1199
MOMENT,ECG_ONLY,mesa-sleep-0084,0.300931,0.372811,1199
MOMENT,ECG_ONLY,mesa-sleep-0110,0.240845,0.461713,1319
MOMENT,ECG_ONLY,mesa-sleep-0118,0.321851,0.372811,1199
MOMENT,ECG_ONLY,mesa-sleep-0120,0.153107,0.321477,1490
MOMENT,ECG_ONLY,mesa-sleep-0183,0.334976,0.606671,1439
MOMENT,ECG_ONLY,mesa-sleep-0225,0.238745,0.374421,1079
MOMENT,ECG_ONLY,mesa-sleep-0236,0.242907,0.413973,959
MOMENT,ECG_ONLY,mesa-sleep-0271,0.445593,0.636364,1199
MOMENT,ECG_ONLY,mesa-sleep-0282,0.368162,0.537948,1199
MOMENT,ECG_ONLY,mesa-sleep-0318,0.119273,0.173478,1199
MOMENT,ECG_ONLY,mesa-sleep-0319,0.229159,0.382598,839
MOMENT,ECG_ONLY,mesa-sleep-0323,0.17459,0.341118,1199
MOMENT,ECG_ONLY,mesa-sleep-0328,0.252749,0.375934,1205
MOMENT,ECG_ONLY,mesa-sleep-0338,0.321203,0.580743,1319
MOMENT,ECG_ONLY,mesa-sleep-0459,0.343621,0.665811,1559
MOMENT,ECG_ONLY,mesa-sleep-0512,0.139957,0.261885,1199
MOMENT,ECG_ONLY,mesa-sleep-0528,0.314884,0.448563,1079
MOMENT,ECG_ONLY,mesa-sleep-0529,0.22907,0.33426,1439
MOMENT,ECG_ONLY,mesa-sleep-0548,0.282016,0.425394,1079
MOMENT,ECG_ONLY,mesa-sleep-0555,0.255508,0.354839,155
MOMENT,ECG_ONLY,mesa-sleep-0563,0.246271,0.317928,1255
MOMENT,ECG_ONLY,mesa-sleep-0628,0.301686,0.386815,1259
MOMENT,ECG_ONLY,mesa-sleep-0688,0.158391,0.285449,1079
MOMENT,ECG_ONLY,mesa-sleep-0705,0.224889,0.332715,1079
MOMENT,ECG_ONLY,mesa-sleep-0715,0.2822,0.373871,1439
MOMENT,ECG_ONLY,mesa-sleep-0727,0.380823,0.564583,1440
MOMENT,ECG_ONLY,mesa-sleep-0747,0.339305,0.520853,1079
MOMENT,ECG_ONLY,mesa-sleep-0755,0.238461,0.342406,1139
MOMENT,ECG_ONLY,mesa-sleep-0762,0.235141,0.546213,1439
MOMENT,ECG_ONLY,mesa-sleep-0771,0.348157,0.555144,1079
MOMENT,ECG_ONLY,mesa-sleep-0860,0.216204,0.415278,1440
MOMENT,ECG_ONLY,mesa-sleep-0863,0.112708,0.255792,1079
MOMENT,ECG_ONLY,mesa-sleep-0889,0.221267,0.341057,1079
MOMENT,ECG_ONLY,mesa-sleep-0917,0.286794,0.414167,1200
MOMENT,ECG_ONLY,mesa-sleep-0921,0.296764,0.578179,1439
MOMENT,ECG_ONLY,mesa-sleep-0928,0.343362,0.494203,1380
MOMENT,ECG_ONLY,mesa-sleep-0976,0.131255,0.181818,1199
MOMENT,ECG_ONLY,mesa-sleep-0979,0.229798,0.341983,1079
MOMENT,ECG_ONLY,mesa-sleep-1030,0.344856,0.465388,1199
MOMENT,ECG_ONLY,mesa-sleep-1048,0.142158,0.198332,1079
MOMENT,ECG_ONLY,mesa-sleep-1080,0.334323,0.460683,1259
MOMENT,ECG_ONLY,mesa-sleep-1087,0.39206,0.544128,1439
MOMENT,ECG_ONLY,mesa-sleep-1098,0.115008,0.267723,1199
MOMENT,ECG_ONLY,mesa-sleep-1102,0.317769,0.537874,1439
MOMENT,ECG_ONLY,mesa-sleep-1127,0.314276,0.537948,1199
MOMENT,ECG_ONLY,mesa-sleep-1139,0.269013,0.415972,1440
MOMENT,ECG_ONLY,mesa-sleep-1215,0.252868,0.432861,1199
MOMENT,EEG_ECG,mesa-sleep-0033,0.295822,0.409259,1080
MOMENT,EEG_ECG,mesa-sleep-0056,0.646113,0.751911,1439
MOMENT,EEG_ECG,mesa-sleep-0081,0.643915,0.698916,1199
MOMENT,EEG_ECG,mesa-sleep-0084,0.55555,0.657214,1199
MOMENT,EEG_ECG,mesa-sleep-0110,0.567025,0.730857,1319
MOMENT,EEG_ECG,mesa-sleep-0118,0.588573,0.663053,1199
MOMENT,EEG_ECG,mesa-sleep-0120,0.501418,0.633557,1490
MOMENT,EEG_ECG,mesa-sleep-0183,0.498781,0.71369,1439
MOMENT,EEG_ECG,mesa-sleep-0225,0.719532,0.820204,1079
MOMENT,EEG_ECG,mesa-sleep-0236,0.521423,0.698644,959
MOMENT,EEG_ECG,mesa-sleep-0271,0.47103,0.669725,1199
MOMENT,EEG_ECG,mesa-sleep-0282,0.670555,0.779817,1199
MOMENT,EEG_ECG,mesa-sleep-0318,0.48852,0.59633,1199
MOMENT,EEG_ECG,mesa-sleep-0319,0.622942,0.682956,839
